-3.0309e-15,25.386,8.0147
-5.2514e-15,8.1502,-8.1389
7.9159e-15,-11.52,-16.123
9.6923e-15,-8.7185,-16.512
6.5837e-15,-22.868,-20.729
-1.5021e-14,-45.7,-15.497
-5.2177e-16,-36.982,1.0149
-1.6798e-14,-28.323,6.8191
-1.6798e-14,-35.326,7.7919
-1.3323e-14,-48.016,14.088
-1.5543e-14,-43.724,29.567
-3.012e-14,-61.036,38.566
-3.1009e-14,-71.905,42.549
-8.5154e-15,-50.811,35.085
-8.6986e-15,-37.028,31.522
-1.4838e-14,-40.705,10.188
-1.1491e-15,-34.884,-9.5806
-9.3259e-15,-59.827,-34.968
-4.9627e-15,-107.71,-55.932
-2.035e-14,-130.1,-68.072
-1.7242e-14,-129.23,-66.956
-2.9232e-14,-128.03,-63.414
-2.9232e-14,-139.23,-61.858
-7.1831e-15,-153.74,-53.248
-2.1316e-14,-152.26,-57.988
-2.7534e-14,-146.99,-61.192
-1.6875e-14,-147.05,-51.293
-1.5621e-14,-145.59,-40.779
-3.5083e-14,-147.69,-30.184
-4.5664e-14,-151.75,-44.045
-1.3323e-14,-130.08,-83.326
-9.1705e-15,-88.655,-119.17
-1.9385e-14,-81.12,-121.45
-4.4409e-16,-76.888,-116.68
2.3825e-14,-64.978,-108.03
2.0717e-14,-74.251,-107.98
1.0503e-14,-82.124,-108.12
-9.6146e-15,-54.326,-93.023
1.813e-14,16.122,-48.402
1.8208e-14,74.773,-11.622
2.3459e-14,87.918,5.9239
2.3459e-14,79.566,-2.8081
2.7456e-14,66.249,-31.871
8.0713e-15,43.328,-42.701
2.3459e-14,30.856,-55.395
4.9627e-15,18.751,-60.308
4.603e-14,70.454,-109.53
4.8694e-14,72.245,-117.2
2.3537e-14,49.36,-102.07
6.6613e-15,-15.676,-46.046
1.3323e-15,-5.3554,-12.858
8.8041e-15,-6.254,-19.328
2.6645e-15,-10.711,-25.715
1.3323e-15,-10.906,-21.979
7.0277e-15,-16.786,-12.919
-5.3291e-15,-30.764,-5.619
-1.591e-14,-32.862,4.9765
-5.8508e-15,-44.712,7.0347
-3.6304e-15,-42.106,10.382
-1.5726e-14,-33.417,21.54
-1.5099e-14,-52.945,19.719
-1.2879e-14,-55.941,23.845
-2.5235e-14,-47.56,37.931
-1.9906e-14,-26.496,25.113
8.1049e-16,-17.334,24.253
-7.5495e-15,-22.997,14.323
-1.9018e-14,-61.588,-21.946
-1.6875e-14,-110.63,-56.351
-2.035e-14,-134.31,-67.489
-2.3459e-14,-135.17,-68.604
-2.3903e-14,-139.96,-56.811
-3.989e-14,-153.3,-50.013
-3.4117e-14,-150.74,-36.766
-2.5391e-14,-151.58,-32.528
-1.6509e-14,-150.85,-37.575
