-2.1837e-16,-25.386,8.0147
-5.8805e-15,-8.1502,-8.1389
2.7719e-15,11.52,-16.123
4.5482e-15,8.7185,-16.512
8.8451e-16,22.868,-20.729
-2.4088e-14,45.7,-15.497
-4.4446e-15,36.982,1.0149
-1.6539e-14,28.323,6.8191
-2.0091e-14,35.326,7.7919
-1.6209e-14,48.016,14.088
-1.1657e-14,43.724,29.567
-2.7419e-14,61.036,38.566
-2.8085e-14,71.905,42.549
-5.9989e-15,50.811,35.085
-6.3301e-15,37.028,31.522
-1.7984e-14,40.705,10.188
-7.7734e-15,34.884,-9.5806
-2.0317e-14,59.827,-34.968
-3.2644e-14,107.71,-55.932
-5.6507e-14,130.1,-68.072
-5.3287e-14,129.23,-66.956
-5.7839e-14,128.03,-63.414
-5.7839e-14,139.23,-61.858
-3.5198e-14,153.74,-53.248
-4.9738e-14,152.26,-57.988
-5.6177e-14,146.99,-61.192
-4.4631e-14,147.05,-51.293
-4.2414e-14,145.59,-40.779
-4.674e-14,147.69,-30.184
-7.2827e-14,151.75,-44.045
-5.0848e-14,130.08,-83.326
-5.6503e-14,88.655,-119.17
-5.2617e-14,81.12,-121.45
-3.3196e-14,76.888,-116.68
-1.5106e-14,64.978,-108.03
-1.1221e-14,74.251,-107.98
-2.1546e-14,82.124,-108.12
-3.2855e-14,54.326,-93.023
1.0432e-14,-16.122,-48.402
2.5202e-14,-74.773,-11.622
3.9298e-14,-87.918,5.9239
3.1305e-14,-79.566,-2.8081
2.8973e-14,-66.249,-31.871
1.2249e-15,-43.328,-42.701
1.5317e-14,-30.856,-55.395
-3.7711e-15,-18.751,-60.308
3.7074e-14,-70.454,-109.53
3.1967e-14,-72.245,-117.2
1.4988e-14,-49.36,-102.07
-8.3267e-15,15.676,-46.046
-2.5535e-15,5.3554,-12.858
5.2144e-15,6.254,-19.328
-5.107e-15,10.711,-25.715
-4.3299e-15,10.906,-21.979
2.9939e-15,16.786,-12.919
-9.77e-15,30.764,-5.619
-1.9425e-14,32.862,4.9765
-9.3295e-15,44.712,7.0347
-6.776e-15,42.106,10.382
-1.4209e-14,33.417,21.54
-1.3989e-14,52.945,19.719
-1.8541e-14,55.941,23.845
-2.0646e-14,47.56,37.931
-1.7982e-14,26.496,25.113
4.5482e-15,17.334,24.253
-6.5503e-15,22.997,14.323
-2.8862e-14,61.588,-21.946
-3.7526e-14,110.63,-56.351
-4.9401e-14,134.31,-67.489
-5.2621e-14,135.17,-68.604
-5.2066e-14,139.96,-56.811
-6.7609e-14,153.3,-50.013
-6.0615e-14,150.74,-36.766
-3.7307e-14,151.58,-32.528
-3.5975e-14,150.85,-37.575
-4.4631e-14,152.65,-50.515
-5.3624e-14,152.79,-56.677
-4.8517e-14,141.98,-50.761
-5.4841e-14,137.46,-33.665
-5.2288e-14,150.26,-28.177
-4.4631e-14,152.65,-50.515
-3.9528e-14,131.03,-79.896
-2.9647e-14,111.12,-106.16
-4.6733e-14,82.999,-129.85
-2.931e-14,74.955,-118.19
-2.931e-14,73.554,-118.38
-1.3774e-14,75.457,-111.52
-2.6312e-14,71.78,-90.187
-4.0072e-14,62.979,-78.22
-3.885e-14,51.294,-71.187
-2.1316e-14,62.612,-70.44
1.1765e-14,-7.0432,-52.087
2.1757e-14,-50.698,-35.894
4.9997e-15,-45.013,-30.57
4.4446e-15,-48.399,-42.169
2.0021e-15,-46.04,-59.152
3.6963e-14,-78.611,-97.062
3.8961e-14,-77.6,-104.34
1.6875e-14,-71.914,-99.017
4.5519e-15,-18.51,-26.065
-8.8818e-15,19.505,-17.075
4.5482e-15,5.917,-16.901
-5.4401e-15,15.498,-13.922
-1.6983e-14,23.288,-18.61
-1.5206e-14,16.284,-19.583
-3.9968e-15,10.479,-3.4905
-1.5761e-14,25.716,10.167
-1.1768e-14,38.263,22.626
-1.8648e-14,35.964,28.901
-1.0991e-14,42.66,26.946
-2.4976e-14,62.668,16.535
-1.4988e-14,43.334,22.094
-1.3545e-14,42.466,23.209
-1.3545e-14,39.664,22.82
1.1066e-15,24.196,31.388
-1.3874e-14,24.279,35.933
-2.4762e-14,97.02,5.6444
-4.9734e-14,139.25,-25.997
-4.6189e-14,147.27,-52.91
-4.0971e-14,143.21,-59.657
-3.975e-14,145.53,-50.679
-6.5722e-14,154.55,-43.656
-5.6399e-14,151.69,-33.337
-3.7307e-14,151.58,-32.528
-5.9948e-14,149.68,-39.387
-5.2403e-14,149.51,-48.477
-7.2161e-14,156.29,-45.887
-3.331e-14,152.2,-47.28
-4.8957e-14,144.94,-41.281
-4.0527e-14,148.25,-34.227
-4.7962e-14,159.37,-37.216
-3.1978e-14,159.88,-51.159
-3.764e-14,143.5,-71.982
-4.4298e-14,111.29,-97.065
-1.6328e-14,75.262,-115.26
-4.4957e-14,77.502,-110.82
-1.2553e-14,74.978,-102.93
-2.82e-14,66.319,-97.128
-4.5068e-14,70.746,-98.162
-4.5068e-14,76.349,-97.383
-3.2641e-14,84.476,-104.5
-2.4314e-14,64.386,-98.633
-3.2966e-14,44.769,-80.749
-9.77e-15,23.443,-65.988
1.7645e-14,-17.156,-56.377
2.3093e-14,-74.557,-69.708
4.8953e-14,-114.15,-67.375
1.9769e-14,-116.69,-74.736
2.3204e-14,-107.02,-87.819
2.1313e-14,-40.219,-39.384
3.438e-15,13.311,-8.4554
-4.4776e-16,25.049,-5.5885
-1.887e-14,29.139,-4.1961
-1.5984e-14,26,-2.159
-1.1099e-14,11.371,10.647
-1.7427e-14,28.375,16.718
-1.9869e-14,42.046,21.09
-1.1879e-14,34.309,35.678
-9.992e-15,28.564,41.062
-1.0547e-14,41.987,31.798
-8.4414e-15,55.971,18.491
-1.4988e-14,48.938,22.872
-4.0005e-15,40.616,26.25
-3.3343e-15,40.953,23.824
-3.3343e-15,39.552,23.629
-2.5642e-14,52.525,17.6
-4.2522e-14,131.42,4.6528
-4.8961e-14,156.98,5.7287
-5.6285e-14,156.64,-12.453
-4.5297e-14,153.71,-47.894
-5.0959e-14,154.14,-66.382
-5.7399e-14,162.88,-67.641
-6.5499e-14,156.86,-70.538
-2.9869e-14,150.84,-73.436
-7.4603e-14,155.85,-63.26
-6.7498e-14,153.05,-63.649
-7.5269e-14,151.31,-61.417
-6.6277e-14,158.17,-54.282
-6.5055e-14,153.49,-46.276
-4.7296e-14,133.09,-43.339
-6.0167e-14,118.53,-61.848
-5.7839e-14,146.24,-60.885
-6.4278e-14,152.18,-62.533
-4.3854e-14,140.13,-68.328
-1.9658e-14,100.19,-99.43
-3.1974e-14,89.015,-106.34
-2.8089e-14,78.678,-109.01
-4.2403e-14,62.288,-109.23
-1.3885e-14,65.899,-99.247
-3.1419e-14,68.589,-98.049
-2.3648e-14,68.926,-100.48
-9.9993e-15,66.768,-100.36
-4.2403e-14,69.292,-108.26
-6.0025e-15,56.183,-116.67
-1.3878e-14,15.644,-117.77
2.5639e-14,-32.934,-127.81
2.797e-14,-51.854,-99.528
5.218e-15,-22.481,-48.873
-9.9883e-15,-0.38309,-28.081
-1.7316e-14,25.221,-17.105
-7.8863e-15,45.138,-11.454
-2.0758e-14,36.285,-9.3861
6.6246e-16,23.311,-3.3569
3.438e-15,16.218,11.732
7.5458e-15,7.0499,31.48
-1.1139e-15,29.072,27.119
-1.665e-14,32.773,21.039
-1.3652e-14,19.687,27.877
-2.9976e-15,14.698,32.954
-1.6428e-14,22.683,32.002
-1.6983e-14,34.705,22.544
-1.0547e-14,30.675,10.443
-9.1002e-15,3.6407,4.6273
6.5466e-15,4.9588,0.2766
-9.3259e-15,25.835,-11.25
-9.5516e-15,44.785,-44.888
-5.2395e-14,89.451,-68.36
-1.7771e-14,108.67,-52.502
-3.3751e-14,107.54,-44.415
-3.1641e-14,87.294,-68.248
-4.8953e-14,75.48,-96.268
-2.2212e-14,95.794,-103.75
-3.3862e-14,103.17,-110.56
-2.9536e-14,103.87,-120.76
-4.7407e-14,111.91,-111.82
